feature,freaturea,featureb,feaurec,featured,featuref,featureg,featureh,featurei,featurej,featurek,featurel,featurem,featuren,featureo,outcome
0,241639.99,3,0.333333333,58,125,0,29.59,89,1,1,0.107957539,20916.82,46.67382602,0.24163999,0
1,2197941.54,22,0.409090909,0,123,0,6.31,101,1,7,0.064620395,28548.59,2665.461673,2.19794154,0
0,1884114.11,2,0.5,43,82,0,16.88,34,2,2,0.288520754,40.01,20802.967,1.88411411,0
0,274258.9,9,0.666666667,27,90,0,14.32,29,2,1,0.350272465,4325.54,90.89852876,0.2742589,0
2,3374269.8,1,0,0,166,0,58.06,117,3,1,0.109519217,3374269.8,111.6605692,3.3742698,0
2,74637314.32,131,0.435114504,0,125,0,1.19,81,3,20,0.175168471,16953.88,316681.0922,74.63731432,0
2,12080141.58,2,0.5,0,32,0,50.71,51,1,1,0.301419443,108155.45,3524.807356,12.08014158,0
0,831208.4,70,0.414285714,62,123,0,2.39,65,1,27,0.126906357,8339.53,75.64528744,0.8312084,0
1,85938.45,27,0.259259259,0,90,0,6.44,110,3,1,0.054392107,9330.73,1206.098806,0.08593845,0
0,7124.28,2,0.5,56,82,0,45.88,46,1,1,0.112131017,300.62,23.59672037,0.00712428,0
0,74837.37,25,0.28,47,186,0,5.15,47,1,6,0.444177821,8485.19,71.22738193,0.07483737,0
1,10376817.28,2,1,0,123,0,48.23,97,2,1,0.873529398,233.94,0,10.37681728,0
0,14011.68,1,1,40,125,0,27.89,56,1,1,0.109303992,3586.47,0,0.01401168,0
0,16256.32,4,0.25,60,123,0,24.88,75,3,2,0.57004636,2258.65,24.71194552,0.01625632,0
0,483624.06,11,0.181818182,50,125,0,13.96,84,1,1,0.253055606,21126.39,4002.08075,0.48362406,0
0,915390.46,1,1,44,123,0,54.5,110,1,1,0.459868644,14985.49,0,0.91539046,0
0,696758.38,21,0.238095238,18,123,0,9.33,84,2,9,0.463169294,11427.29,2011.998042,0.69675838,0
0,11109.99,2,0,24,82,0,45.53,46,1,1,0.234972022,11109.99,0.15450956,0.01110999,0
0,222282.89,125,0.304,44,166,0,1.25,82,2,7,0.279158694,34785.33,723.5812779,0.22228289,0
0,22857.73,137,0.328467153,48,90,0,1.46,90,4,14,0.37309323,2317.56,7.163768238,0.02285773,0
0,99080.72,1,0,51,166,0,13.19,14,2,1,0.253389789,99080.72,461.9369889,0.09908072,0
0,83.98,1,0,37,32,0,43.02,44,1,1,0.173759175,83.98,0.041545611,8.398e-05,0
0,6497335.09,2,0,49,123,0,46.48,93,2,1,0.406256898,0,22687.37669,6.49733509,0
1,31986.9,1,0,0,82,0,34.94,70,2,1,0.108612298,0,239.7176705,0.0319869,0
2,166827658.5,19,0.210526316,0,123,0,9.53,124,1,4,0.161457702,21899.68,1879550.821,166.8276585,0
0,4461.94,2,0.5,47,82,0,72.55,146,3,1,0.053386682,1359.39,0.009299263,0.00446194,0
0,265675.25,33,0.272727273,57,82,0,4.74,76,1,20,0.247211837,1215.73,1667.080188,0.26567525,0
0,10850.02,18,0.333333333,16,32,0,10.82,98,4,3,0.210456998,1920.1,21.37342224,0.01085002,0
0,45.29,1,1,55,32,0,137.9,276,1,1,0.081609203,14.92,0,4.529e-05,0
0,558044.05,4,0.25,18,82,0,36.82,74,2,1,0.216560678,12353.85,617.6576987,0.55804405,0
0,274621.77,1,1,62,90,0,20.21,41,4,1,0.08901855,112.72,0,0.27462177,0
0,429745.05,1,0,29,123,0,45.42,91,2,1,0.436075478,429745.05,2222.360231,0.42974505,0
0,1581151.45,1,1,43,33,0,84.67,170,1,1,0.306642037,3068.75,0,1.58115145,0
0,224133.65,1,0,37,123,0,114.81,230,1,1,0.388753717,224133.65,3351.586864,0.22413365,0
1,253264.67,2,0,0,123,0,22.58,68,1,1,0.550748714,253264.67,1412.289678,0.25326467,0
0,287774.81,1,0,44,82,0,61.1,123,1,1,0.152488733,287774.81,3113.128062,0.28777481,0
0,428950.53,73,0.328767123,41,90,0,2.3,79,1,19,0.159732985,4415.78,287.8577475,0.42895053,0
0,303267.79,3,0.333333333,68,123,0,71.74,144,2,1,0.204463939,1564.26,124.1117229,0.30326779,0
0,402292.59,8,0.375,56,90,0,27.04,163,1,1,0.622004268,28162.14,3488.684202,0.40229259,0
0,75424.82,1,0,24,166,0,61.66,62,4,1,0.445971487,0,331.4696894,0.07542482,0
0,126529.36,10,0.2,61,123,0,13.07,92,2,4,0.008855195,8513.68,1986.585101,0.12652936,0
0,64362.69,23,0.130434783,59,82,0,8.23,91,2,4,0.182871782,6.38,415.9442767,0.06436269,0
0,80922.8,130,0.307692308,74,90,0,1.42,101,2,12,0.237958628,4291.6,2260.152703,0.0809228,0
0,886606.12,9,0.555555556,33,90,0,12.5,38,2,5,0.49665973,15603.42,175.9555858,0.88660612,0
0,171145.87,5,0.4,71,166,0,38.51,193,2,2,0.033837726,6132.72,495.9216979,0.17114587,0
2,48096770.55,2,0.5,0,123,0,27.99,56,1,1,0.177839888,26.65,37527.73966,48.09677055,0
0,26630.33,6,0.333333333,48,82,0,46.22,185,2,2,0.538093176,4064.33,39.34686517,0.02663033,0
0,2384371.53,1,1,21,32,0,163.48,327,2,1,0.404598591,1334.48,0,2.38437153,0
0,446390.99,2,0,48,82,0,90.53,272,1,1,0.226351511,0,1224.224552,0.44639099,0
0,1085487.04,2,1,46,90,0,106.99,321,2,2,0.21241514,702.45,0,1.08548704,0
0,1081979.32,2,0,48,90,0,65.36,131,2,1,0.399491397,1081979.32,1065.300882,1.08197932,0
0,693422.05,1,1,65,32,0,12.98,13,2,1,0.177953874,7600.87,0,0.69342205,0
1,249648.93,48,0.291666667,0,186,0,3.54,71,2,1,0.861734737,8140.82,156.9936147,0.24964893,0
1,34779.88,4,0.75,0,32,0,24.22,97,3,1,0.038073339,4189.18,59.9251692,0.03477988,0
0,7762.95,94,0.393617021,40,123,0,1.84,93,1,3,0.242383641,717.14,26.87500128,0.00776295,0
0,417676.32,3,0,63,123,0,60.78,244,2,2,0.338214969,0,1633.769337,0.41767632,0
0,60620.04,2,0.5,78,82,0,42.14,85,1,1,0.071665082,5760.05,138.593064,0.06062004,0
0,1190661.49,4,0.25,30,125,0,39.53,159,2,1,0.316005579,10674.99,12012.53244,1.19066149,0
1,705723.53,5,0.6,0,186,0,48.49,97,1,1,0.198706438,39886.18,1192.169095,0.70572353,0
0,172914.08,2,0.5,49,166,0,82.77,83,4,1,0.390755974,3322.44,95.37879408,0.17291408,0
1,1352491.06,3,1,0,125,0,68.48,206,2,1,0.830232255,22779.91,0,1.35249106,0
2,2100580.18,1,0,0,125,0,109.39,219,4,1,0.245958568,0,38852.87528,2.10058018,0
2,149473271.5,29,0.482758621,0,82,0,4.63,75,1,2,0.149308964,0,108576.2096,149.4732715,0
0,738925.27,8,0.375,40,186,0,15.9,112,1,1,0.587797869,453.28,2019.558541,0.73892527,0
0,874454.69,71,0.352112676,17,90,0,2.82,110,2,22,0.189400573,1.76,1400.660915,0.87445469,0
1,394380.58,7,0.428571429,0,125,0,32.68,131,1,1,0.885637334,255.42,151.6328187,0.39438058,0
1,172924.32,4,0.25,0,82,0,26.2,53,1,1,0.489544784,27686.76,149.6540518,0.17292432,0
2,77798005.59,3,0.333333333,0,32,0,36.12,73,3,1,0.295203222,1666545.99,182634.8943,77.79800559,0
0,1329821.09,2,0,72,82,0,27.79,84,1,1,0.370044168,0,9699.801186,1.32982109,0
0,163672.94,1,0,78,90,0,105.39,211,2,1,0.118099298,0,4.774587127,0.16367294,0
0,801523.27,1,0,17,32,0,24.73,25,1,1,0.12306116,0,1110.816931,0.80152327,0
2,4783830.03,7,0.285714286,0,82,0,12.28,74,1,2,0.042223135,13684.8,3752.729641,4.78383003,0
0,506363.07,7,0.571428571,55,125,0,20.54,83,2,3,0.19829632,8881.61,100.310922,0.50636307,0
0,1684507.25,46,0.391304348,18,82,0,4.86,156,1,7,0.163468987,8995,6938.210465,1.68450725,0
1,1839119.28,5,0.4,0,32,0,21.61,65,1,3,0.406538839,12977.8,5981.075639,1.83911928,0
1,18966854.76,2,1,0,123,0,114.16,343,4,1,0.609053999,12.79,0,18.96685476,0
2,2102048.03,7,0.285714286,0,123,0,20.49,123,5,1,0.192937103,46405.35,626.9880658,2.10204803,0
0,35370.66,1,0,60,32,0,237.18,475,1,1,0.424923244,0,541.3980023,0.03537066,0
1,1747827.34,3,0.333333333,0,125,0,47.24,95,2,1,0.616816112,15705.38,21.84445216,1.74782734,0
0,1929630.98,14,0.357142857,62,32,0,14.12,128,3,3,0.455244495,24548.03,3989.517973,1.92963098,0
1,1928.49,3,0.333333333,0,82,0,20.97,21,2,1,0.571927038,526.23,13.62583155,0.00192849,0
0,70624.16,2,0.5,38,186,0,58.99,59,1,1,0.03984346,7250.56,128.703206,0.07062416,0
0,2260903.18,1,0,61,125,0,18.42,19,3,1,0.246729213,0,3605.811908,2.26090318,0
0,470682.67,8,0.125,45,82,0,27.63,166,2,1,0.220489354,90362.37,3550.727707,0.47068267,0
0,123390.56,44,0.318181818,43,90,0,3.37,98,1,7,0.111230897,3545.73,1.681832602,0.12339056,0
0,121331.16,1,0,31,125,0,152.43,305,1,1,0.274527225,0,65.359256,0.12133116,0
1,64488.7,1,1,0,123,0,25.79,52,2,1,0.40867651,10631.37,0,0.0644887,0
0,701716.81,1,0,40,82,0,71.03,143,1,1,0.114449743,0,2639.879061,0.70171681,0
1,422145.54,1,0,0,82,0,142.38,285,4,1,0.041975928,422145.54,50.13579149,0.42214554,0
1,651380.77,3,0.666666667,0,82,0,22.03,67,1,1,0.51200485,26301.62,2234.501017,0.65138077,0
0,15552.23,1,1,31,82,0,44.38,45,1,1,0.130423928,3047.61,0,0.01555223,0
1,63515.44,1,0,0,82,0,66.46,67,2,1,0.717252862,63515.44,53.1652935,0.06351544,0
0,953655.8,1,0,26,125,0,102.44,205,2,1,0.293278226,953655.8,7126.689698,0.9536558,0
0,506526.93,4,0,45,123,0,38.4,77,3,2,0.387267867,0,6516.29164,0.50652693,0
0,121118.54,24,0.25,49,82,0,5.84,76,1,7,0.095788414,12838.2,1.660291913,0.12111854,0
1,90980.07,175,0.428571429,0,32,0,1.14,100,3,69,0.827637927,1337.44,191.7870795,0.09098007,0
0,936536.36,5,0.4,31,125,0,29.39,147,3,2,0.22683318,6924.14,931.3474292,0.93653636,0
2,10115259399,2,0,0,90,0,125.01,126,2,1,0.123592642,0,24694120.08,10115.259399,0
0,98701.54,4,0.25,46,90,0,24.54,99,2,1,0.224226498,4038.1,118.4838712,0.09870154,0
0,344166.48,1,0,50,125,0,142.39,285,4,1,0.404507408,0,338.3396467,0.34416648,0
1,16425.68,172,0.360465116,0,82,0,0.88,76,3,54,0.635609937,2107.71,81.18090377,0.01642568,0
1,2067116.33,57,0.50877193,0,82,0,3.63,120,1,29,0.591333208,70156.4,912.6554523,2.06711633,0
0,1356593.36,3,0,46,82,0,47.62,96,1,1,0.375279367,0,4192.065385,1.35659336,0
0,297197.37,1,1,74,82,0,45.89,46,1,1,0.089778661,18065.64,0,0.29719737,0
1,1877448.28,52,0.461538462,0,125,0,3.73,94,2,12,0.424986515,309671.37,7633.61931,1.87744828,0
2,76409470.93,59,0.372881356,0,125,0,3.19,115,1,23,0.109974402,144.22,46723.96998,76.40947093,0
0,3499670.78,80,0.3375,32,32,0,2.05,93,1,1,0.212732469,62920.44,118.6627501,3.49967078,0
1,408306.33,1,0,0,82,0,45.07,46,3,1,0.063193431,408306.33,3538.704241,0.40830633,0
0,83151.06,8,0.125,13,32,0,15.92,48,2,1,0.160271818,7696.35,553.3541049,0.08315106,0
0,1584657.47,144,0.270833333,20,166,0,1.31,94,2,7,0.204540064,1917.83,23372.07894,1.58465747,0
0,479162.24,1,1,19,90,0,132.83,133,3,1,0.344881156,30447.26,0,0.47916224,0
2,36766742.42,3,0,0,32,0,25.19,101,3,1,0.074951861,36766742.42,944932.6451,36.76674242,0
0,489850.21,2,0.5,53,125,0,32.27,97,2,1,0.348118067,69825.47,21.80813687,0.48985021,0
0,83650.93,9,0.222222222,31,125,0,25.13,176,1,1,0.120312372,3523.75,154.0044215,0.08365093,0
1,16281.47,1,0,0,82,0,19.68,40,2,1,0.586625703,0,52.03964591,0.01628147,0
0,172367.84,3,0.333333333,31,33,0,36.03,73,4,2,0.018838195,7681.64,327.9026427,0.17236784,0
2,42294618.88,1,1,0,125,0,101.58,204,4,1,0.218557907,234696.97,0,42.29461888,0
2,678324.59,3,1,0,186,0,24.87,50,2,1,0.097751831,19678.32,0,0.67832459,0
0,1321100.39,2,0,27,90,0,40.4,122,2,1,0.397036357,1321100.39,4922.949149,1.32110039,0
0,335872.03,85,0.211764706,87,90,0,2.06,95,2,8,0.087105185,19926.63,158.98773,0.33587203,0
2,54253036.16,3,0.666666667,0,32,0,57.49,173,1,1,0.253180866,169596.73,179496.166,54.25303616,0
2,988049.23,1,0,0,123,0,73.86,148,2,1,0.035832419,988049.23,23312.05826,0.98804923,0
1,512222.59,140,0.307142857,0,90,0,1.26,86,1,8,0.160475973,6162.31,10847.34442,0.51222259,0
0,847504.23,4,0.25,21,82,0,31.49,63,2,2,0.115460849,13115.54,2933.90212,0.84750423,0
1,18643.58,1,1,0,123,0,132.82,266,3,1,0.395127454,1844.81,0,0.01864358,0
2,37425915.52,1,1,0,32,0,121.33,122,1,1,0.12892427,1145412.08,0,37.42591552,0
0,93983.31,3,0.333333333,77,123,0,40.2,161,3,1,0.208904815,1641.06,633.7995528,0.09398331,0
0,260008.86,2,0,76,186,0,56.36,113,2,1,0.506651915,0,321.6219718,0.26000886,0
0,799638.6,29,0.310344828,25,82,0,5.31,91,3,29,0.024308739,44918.71,1001.690257,0.7996386,0
0,304809.5,7,0.428571429,53,82,0,9.99,50,1,1,0.106309742,2986.33,1818.08414,0.3048095,0
1,2885977.07,3,0.666666667,0,123,0,13.53,14,3,2,0.222482935,3902.82,7304.175913,2.88597707,0
0,207703,21,0.333333333,36,125,0,9.9,129,2,3,0.727729463,7155.59,453.9942396,0.207703,0
0,60713.04,138,0.282608696,57,82,0,1.21,79,1,11,0.093055311,2714.22,1015.471796,0.06071304,0
1,1256.95,28,0.392857143,0,32,0,5.84,94,2,3,0.192609192,55.39,1.354433355,0.00125695,0
0,409398.65,2,0,16,82,0,119.12,358,1,1,0.591984043,409398.65,4694.537491,0.40939865,0
2,373027353.9,2,0,0,123,0,23.37,47,1,1,0.242344196,373027353.9,6428420.732,373.0273539,0
0,9336.86,1,0,36,90,0,69.53,140,1,1,0.093837796,9336.86,90.5209506,0.00933686,0
0,1113354.87,4,0.5,44,33,0,24.74,25,1,2,0.244333796,1.37,17639.20051,1.11335487,0
0,746381.06,1,0,43,125,0,45.47,46,1,1,0.155259778,746381.06,1272.227155,0.74638106,0
0,502164.61,2,0.5,49,186,0,181.17,182,2,1,0.288168398,46080.54,2756.96859,0.50216461,0
0,3227652.11,188,0.255319149,61,82,0,0.84,88,1,16,0.110967081,226589.22,126.7689338,3.22765211,0
0,107698,212,0.254716981,72,82,0,0.88,81,1,5,0.368573496,9234.4,219.7310652,0.107698,0
2,64295185.7,5,0.2,0,125,0,51.21,205,3,3,0.172911956,7104661.83,25175.65366,64.2951857,0
0,49418.08,1,0,12,125,0,94.83,95,2,1,0.388443176,0,324.455988,0.04941808,0
0,3858050.96,1,0,73,82,0,54.9,55,2,1,0.237705107,0,8298.832421,3.85805096,0
0,1859.57,26,0.192307692,57,82,1,5.72,63,1,7,0.109254222,321.2,3.268092069,0.00185957,0
2,642936.02,2,1,0,166,0,26.13,53,2,2,0.228210499,3869.57,0,0.64293602,0
2,1712143659,6,0.5,0,32,0,29.62,119,2,2,0.237990018,12371513.96,1759550.63,1712.143659,0
0,6677.49,6,0,67,82,0,19.84,80,2,1,0.282944134,0,85.95585923,0.00667749,0
0,283298.82,2,0.5,54,186,0,26.96,81,4,1,0.313110634,0.76,92.02564619,0.28329882,0
0,728970.2,29,0.310344828,48,32,0,5.72,98,2,1,0.172304185,95059.8,2301.838258,0.7289702,0
0,1457759.15,2,0,77,32,0,43.9,88,2,1,0.394578044,0,1138.020058,1.45775915,0
0,279798.4,32,0.40625,40,90,0,5.97,90,2,3,0.102513123,28321.77,6027.264781,0.2797984,0
0,6154.39,1,0,45,32,0,10.95,11,3,1,0.125006988,6154.39,37.44288311,0.00615439,0
2,154706365.3,1,0,0,82,0,41.5,42,2,1,0.42990661,154706365.3,113842.2899,154.7063653,0
1,385780.03,109,0.440366972,0,186,0,1.74,98,1,2,0.746259277,9655.58,602.1010853,0.38578003,0
0,6086.86,1,0,31,33,0,15.82,16,4,1,0.613909513,0,6.452662458,0.00608686,0
0,380154.73,183,0.300546448,73,32,0,1.03,112,3,16,0.422593766,7189.69,668.5245179,0.38015473,0
0,582670.32,179,0.301675978,21,32,0,1.03,107,3,57,0.110004033,5687.58,494.6078439,0.58267032,0
0,137257.98,3,0.333333333,57,90,0,96.19,289,2,1,0.156718346,7808.06,7.325441102,0.13725798,0
0,515639.79,1,0,21,123,0,69.08,70,2,1,0.260712193,0,2494.709042,0.51563979,0
1,510315.1,29,0.413793103,0,82,0,5.03,86,1,2,0.021154408,180646.08,7088.292366,0.5103151,0
0,126766.06,2,0.5,80,186,0,109.26,219,1,2,0.345130791,16334.67,61.22900922,0.12676606,0
0,421773.76,10,0.5,71,32,0,11.65,82,1,2,0.034194845,117502.22,179.2413894,0.42177376,0
0,507240.73,1,0,47,186,0,30.12,61,2,1,0.328444105,0,80.4008176,0.50724073,0
0,386475.48,18,0.277777778,61,32,0,12.49,125,1,4,0.18388056,59947,2977.069243,0.38647548,0
0,1085258.41,62,0.209677419,59,33,0,2.91,105,1,9,0.419205492,30949.41,37515.03194,1.08525841,0
0,606453.58,1,0,57,166,0,52.65,106,1,1,0.160042138,0,4749.808661,0.60645358,0
0,107622.66,2,0,18,90,0,85.08,256,2,2,0.24822853,0,2380.535667,0.10762266,0
0,1925440.45,166,0.337349398,45,90,0,1.27,97,1,52,0.218146679,85725.46,825.9886744,1.92544045,0
1,1405713.25,5,0.2,0,125,0,23.08,70,1,1,0.321073125,166914.62,24536.85857,1.40571325,0
0,471468.57,77,0.25974026,32,90,0,2.17,83,1,21,0.473820559,22975.25,1810.046443,0.47146857,0
0,147659.31,2,0.5,57,90,0,9.76,20,3,1,0.20970483,2107.91,4.878028895,0.14765931,0
0,1200501.23,5,0.2,28,123,0,56.19,169,1,1,0.044435731,40147.64,205.847874,1.20050123,0
0,1973541.82,65,0.184615385,17,90,0,2.34,73,2,13,0.105520952,22.11,21715.66075,1.97354182,0
2,14307545.05,1,1,0,90,0,20.89,21,2,1,0.281784609,0.11,0,14.30754505,0
0,159429.97,2,0,22,82,0,12.01,25,2,1,0.580981974,159429.97,6.386456055,0.15942997,0
0,1971934.01,2,0,18,82,0,39.21,79,3,1,0.520869389,1971934.01,23653.34014,1.97193401,0
0,1319842.22,10,0.1,26,90,0,14.41,116,4,3,0.121504545,0.96,23654.05272,1.31984222,0
0,32170.52,22,0.409090909,85,82,0,6.91,104,3,3,0.137872008,1108.16,170.5653104,0.03217052,0
0,486000.4,1,0,25,82,0,125.43,251,2,1,0.457726328,0,35.03198201,0.4860004,0
0,114210.49,82,0.390243902,18,32,0,1.63,72,2,33,0.146073335,947.64,727.4254348,0.11421049,0
0,415309.89,1,1,46,125,0,142.59,286,3,1,0.395838896,1746.28,0,0.41530989,0
0,99304.92,1,1,72,166,0,183.5,368,1,1,0.208690043,1266.28,0,0.09930492,0
0,429195.36,2,1,56,123,0,36.38,73,3,1,0.279382924,11557.66,0,0.42919536,0
0,160989.47,32,0.25,50,123,0,6.25,107,4,6,0.041496401,30164.16,379.404813,0.16098947,0
0,234482.22,1,0,54,82,0,99.01,199,2,1,0.22738082,0,33.55219693,0.23448222,0
1,2607721.06,307,0.390879479,0,186,0,0.56,91,1,23,0.188528375,206887.76,1656.867998,2.60772106,0
2,3231837331,3,0.666666667,0,90,0,70.7,213,3,1,0.258425718,0,3134797.805,3231.837331,0
0,123481.46,12,0.416666667,57,82,0,11.89,72,3,2,0.150304608,1552.28,112.6769155,0.12348146,0
0,888421.89,141,0.262411348,54,123,0,1.12,98,3,2,0.281558978,67093.57,441.9678714,0.88842189,0
0,989440.87,2,0.5,30,90,0,37.77,114,1,1,0.160926694,35532.76,76.82053073,0.98944087,0
1,694408.27,32,0.40625,0,125,0,5.31,91,2,5,0.467843514,322111.25,15461.02331,0.69440827,0
0,0,0,0,51,123,0,4.39,5,1,0,0.125623041,0,0,0,0
0,154253.84,29,0.379310345,30,82,0,6.69,121,2,1,0.319923971,19200.56,1258.70943,0.15425384,0
0,22367791.52,2,0.5,35,82,0,57.99,116,1,1,0.407249465,308668.92,70823.5154,22.36779152,0
0,961920.73,2,1,53,82,0,59.24,60,2,1,0.382981418,5530.99,0,0.96192073,0
0,993980.94,1,0,59,32,0,40.41,81,2,1,0.332719332,993980.94,3156.568275,0.99398094,0
0,44105.57,2,0,53,32,0,83.06,167,2,1,0.124951096,0,144.7648061,0.04410557,0
0,7487.79,52,0.25,40,82,0,3.66,92,2,1,0.104183068,4002.45,16.86948775,0.00748779,0
0,227744.07,14,0.357142857,15,123,0,11.08,78,2,12,0.136275904,2745.17,654.1011558,0.22774407,0
1,1252160.06,31,0.483870968,0,90,0,4.28,69,1,2,0.695793141,15764.97,29.30688144,1.25216006,0
0,89971.97,3,0.333333333,64,32,0,59,119,1,2,0.114676443,583.4,44.4146859,0.08997197,0
2,171289023,1,1,0,82,0,158.86,159,3,1,0.287354969,42.71,0,171.289023,0
0,34309.55,1,0,74,90,0,123.07,247,3,1,0.181503079,34309.55,105.8488497,0.03430955,0
0,573619.14,19,0.263157895,35,90,0,11.16,134,3,2,0.248951255,284.4,1007.988303,0.57361914,0
0,1869893.32,1,0,62,82,0,75.2,151,2,1,0.228269147,0,473.1151657,1.86989332,0
0,220231.55,1,0,61,186,0,133.77,268,1,1,0.138485315,220231.55,1554.097118,0.22023155,0
0,234346.36,5,0.2,42,32,0,31.76,128,1,2,0.242299434,14107.84,2651.310993,0.23434636,0
0,387166.04,2,0,41,166,0,77.34,155,3,2,0.163356297,387166.04,53.78125461,0.38716604,0
0,2217108.45,1,0,33,90,0,180.52,181,1,1,0.377881993,0,104.6700178,2.21710845,0
1,479154.7,2,0.5,0,123,0,14.37,44,1,1,0.846683827,17713.89,1437.720044,0.4791547,0
0,121430.74,1,0,71,32,0,14.95,30,2,1,0.27279455,121430.74,779.5671968,0.12143074,0
0,1692055.56,3,0.333333333,43,32,0,29.58,30,2,1,0.202757767,149385.99,255.4299284,1.69205556,0
0,175420.89,5,0,55,32,0,35.37,213,1,2,0.16240724,175420.89,1136.39704,0.17542089,0
0,9730.79,33,0.181818182,30,166,0,6.82,103,2,17,0.061680995,4547.14,2.185286649,0.00973079,0
1,7229584.24,195,0.425641026,0,125,0,1,102,2,34,0.067467988,9769.76,8273.800146,7.22958424,0
0,299298.68,1,0,28,166,0,49.57,100,1,1,0.16946602,299298.68,1319.427913,0.29929868,0
0,729431.28,1,1,45,90,0,157.31,315,1,1,0.223519492,2897.03,0,0.72943128,0
0,34950.89,1,0,22,186,0,16.78,17,2,1,0.139915924,34950.89,138.797522,0.03495089,0
0,238572.85,2,0,35,32,0,56.72,114,2,1,0.077604323,238572.85,26.00369378,0.23857285,0
0,318495.36,1,0,35,123,0,209.87,420,2,1,0.2875463,0,911.2710258,0.31849536,0
0,109596.07,127,0.251968504,53,32,0,1.43,93,1,8,0.218642435,1452.02,78.62796991,0.10959607,0
1,10175.27,1,1,0,166,0,30.13,61,2,1,0.257543378,1265.93,0,0.01017527,0
2,112178017.7,224,0.428571429,0,32,0,0.91,101,1,5,0.31186735,351.55,794015.7694,112.1780177,0
0,505698.3,2,1,83,33,0,71.32,72,1,1,0.112636599,1686.51,0,0.5056983,0
0,946.92,2,0,66,32,0,161.73,486,1,1,0.609947825,946.92,2.93313507,0.00094692,0
1,4824.34,4,0.5,0,90,0,52.99,106,1,1,0.19872959,500.08,9.460636734,0.00482434,0
0,1874828.91,189,0.301587302,23,123,0,0.97,98,2,59,0.247578865,15.43,1303.710667,1.87482891,0
2,2647858657,3,1,0,125,0,27.7,28,1,1,0.229274799,0,0,2647.858657,0
0,134241.6,51,0.235294118,17,32,0,3.28,96,1,3,0.110045459,1747.98,7.305589582,0.1342416,0
0,9490065.07,1,1,63,32,0,94.24,189,1,1,0.20404074,2833.27,0,9.49006507,0
1,502962.03,3,0,0,125,0,40.54,82,1,1,0.339329449,0,4647.545846,0.50296203,0
0,2114724.34,1,0,16,32,0,140.79,282,2,1,0.209081848,2114724.34,7862.409206,2.11472434,0
0,1719967.89,2,0.5,13,90,0,51.91,104,2,1,0.136027927,250.53,3097.687829,1.71996789,0
0,1064558.04,3,0,79,32,0,98.91,297,3,1,0.44257862,1064558.04,11384.74663,1.06455804,0
0,1365769.34,1,0,54,82,0,235.21,471,1,1,0.174762511,0,4326.774359,1.36576934,0
0,23846.03,3,0.333333333,23,82,0,78.24,235,5,1,0.245839974,1635.69,74.53899628,0.02384603,0
0,307589.96,16,0.25,22,123,0,13.94,112,1,2,0.082736773,13818.25,924.0816273,0.30758996,0
1,105637.99,1,1,0,32,0,59.92,60,2,1,0.82836172,3976.72,0,0.10563799,0
0,750597.31,3,0,41,32,0,31.22,125,2,1,0.186790568,0,8011.865424,0.75059731,0
0,6240296.09,22,0.5,74,186,0,6.5,85,2,2,0.468983738,42875.34,38683.96518,6.24029609,0
1,3678180.35,2,1,0,123,0,33.11,67,2,1,0.608562825,19.97,0,3.67818035,0
2,217199583.7,1,1,0,123,0,24.46,49,2,1,0.231563074,0,0,217.1995837,0
0,475712.15,4,0.25,27,32,0,41.03,124,2,1,0.425105206,64120.53,1864.493705,0.47571215,0
0,8712.06,1,0,61,33,0,53.77,108,1,1,0.281447818,8712.06,6.867998396,0.00871206,0
1,1147741.8,1,0,0,32,0,193.5,194,3,1,0.426893568,1147741.8,8316.052539,1.1477418,0
2,152085645.8,1,0,0,166,0,108.6,218,1,1,0.064974395,0,761343.4684,152.0856458,0
1,2262852.56,3,0.333333333,0,32,0,44.78,135,3,1,0.563977755,188.72,14487.8384,2.26285256,0
2,111481266.2,2,0.5,0,32,0,30.44,61,3,1,0.036083829,18500.02,19038.64082,111.4812662,0
0,7765671.91,56,0.232142857,23,90,0,3.04,83,1,16,0.103539017,67.7,19341.48784,7.76567191,0
0,285747.93,148,0.324324324,78,82,0,1.21,95,1,15,0.434827218,17148.81,170.9835742,0.28574793,0
1,223888.54,3,0,0,82,0,43.99,44,3,3,0.179540875,0,61.81665218,0.22388854,0
0,587265.37,16,0.3125,43,90,0,10.54,106,1,1,0.170937552,6.95,1918.367295,0.58726537,0
0,65620.17,1,0,24,90,0,251.31,252,1,1,0.030323611,65620.17,73.61388599,0.06562017,0
1,959333.54,41,0.43902439,0,82,0,4.47,112,4,12,0.15877725,30185.74,35.40026121,0.95933354,0
0,129460.59,1,0,25,82,0,43.27,44,2,1,0.335649059,129460.59,30.76406068,0.12946059,0
0,18909.92,14,0.214285714,28,32,0,15.9,96,1,1,0.251425715,1475.02,9.449831625,0.01890992,0
0,24688.02,50,0.26,16,125,0,3.7,93,1,1,0.24014999,5370.93,126.8059321,0.02468802,0
0,500724.35,2,0.5,19,123,0,90.1,91,1,1,0.296522091,102999.56,3236.83522,0.50072435,0
0,170477.89,10,0.4,36,123,0,18.52,75,2,3,0.044136144,155.31,14.88889185,0.17047789,0
1,346927.83,1,1,0,82,0,89.88,180,4,1,0.141088583,21.83,0,0.34692783,0
0,25762.39,1,0,36,90,0,112.72,226,1,1,0.1263359,25762.39,758.5949438,0.02576239,0
